Scheme,Identifier Value,Field,Value
OG_SYNTHETIC_TICKER,SYMC,Market_Value,18.415
OG_SYNTHETIC_TICKER,LLL,Market_Value,79.12
OG_SYNTHETIC_TICKER,VIA/B,Market_Value,49.29
OG_SYNTHETIC_TICKER,COG,Market_Value,70.96
OG_SYNTHETIC_TICKER,STI,Market_Value,24.65
OG_SYNTHETIC_TICKER,HAS,Market_Value,39.89
OG_SYNTHETIC_TICKER,AVP,Market_Value,27.74
OG_SYNTHETIC_TICKER,MDT,Market_Value,35.88
OG_SYNTHETIC_TICKER,WPI,Market_Value,68.41
OG_SYNTHETIC_TICKER,MYL,Market_Value,22.9
OG_SYNTHETIC_TICKER,ADM,Market_Value,31.01
OG_SYNTHETIC_TICKER,USB,Market_Value,26.22
OG_SYNTHETIC_TICKER,FDO,Market_Value,53.33
OG_SYNTHETIC_TICKER,GAS,Market_Value,55.08
OG_SYNTHETIC_TICKER,CNP,Market_Value,20.05
OG_SYNTHETIC_TICKER,PCS,Market_Value,16.45
OG_SYNTHETIC_TICKER,JCI,Market_Value,37.2
OG_SYNTHETIC_TICKER,ROK,Market_Value,77.07
OG_SYNTHETIC_TICKER,CI,Market_Value,50.01
OG_SYNTHETIC_TICKER,BHI,Market_Value,78.12
OG_SYNTHETIC_TICKER,FITB,Market_Value,12.7
OG_SYNTHETIC_TICKER,TRV,Market_Value,56.27
OG_SYNTHETIC_TICKER,OXY,Market_Value,101.4
OG_SYNTHETIC_TICKER,FLIR,Market_Value,27.68
OG_SYNTHETIC_TICKER,CEG,Market_Value,39.59
OG_SYNTHETIC_TICKER,LM,Market_Value,30.54
OG_SYNTHETIC_TICKER,ADI,Market_Value,34.85
OG_SYNTHETIC_TICKER,EQR,Market_Value,62.49
OG_SYNTHETIC_TICKER,CAG,Market_Value,25.78
OG_SYNTHETIC_TICKER,MCK,Market_Value,80.55
OG_SYNTHETIC_TICKER,SPG,Market_Value,119.21
OG_SYNTHETIC_TICKER,APH,Market_Value,49.18
OG_SYNTHETIC_TICKER,CMA,Market_Value,32.67
OG_SYNTHETIC_TICKER,SNDK,Market_Value,42.0
OG_SYNTHETIC_TICKER,ISRG,Market_Value,393.58
OG_SYNTHETIC_TICKER,DHI,Market_Value,11.6
OG_SYNTHETIC_TICKER,WMT,Market_Value,53.25
OG_SYNTHETIC_TICKER,WPO,Market_Value,419.82
OG_SYNTHETIC_TICKER,ORLY,Market_Value,61.45
OG_SYNTHETIC_TICKER,TDC,Market_Value,55.01
OG_SYNTHETIC_TICKER,PX,Market_Value,101.69
OG_SYNTHETIC_TICKER,BMY,Market_Value,28.61
OG_SYNTHETIC_TICKER,DELL,Market_Value,16.445
OG_SYNTHETIC_TICKER,FDX,Market_Value,89.14
OG_SYNTHETIC_TICKER,LMT,Market_Value,77.46
OG_SYNTHETIC_TICKER,AA,Market_Value,14.93
OG_SYNTHETIC_TICKER,SLM,Market_Value,15.57
OG_SYNTHETIC_TICKER,KMX,Market_Value,32.68
OG_SYNTHETIC_TICKER,TSS,Market_Value,19.13
OG_SYNTHETIC_TICKER,CAH,Market_Value,43.69
OG_SYNTHETIC_TICKER,AMT,Market_Value,51.22
OG_SYNTHETIC_TICKER,PHM,Market_Value,7.0
OG_SYNTHETIC_TICKER,DTV,Market_Value,51.44
OG_SYNTHETIC_TICKER,BBY,Market_Value,28.78
OG_SYNTHETIC_TICKER,ABT,Market_Value,51.83
OG_SYNTHETIC_TICKER,BSX,Market_Value,6.71
OG_SYNTHETIC_TICKER,DGX,Market_Value,54.42
OG_SYNTHETIC_TICKER,VMC,Market_Value,34.45
OG_SYNTHETIC_TICKER,SBUX,Market_Value,38.97
OG_SYNTHETIC_TICKER,WU,Market_Value,19.56
OG_SYNTHETIC_TICKER,QEP,Market_Value,43.0
OG_SYNTHETIC_TICKER,MON,Market_Value,73.9
OG_SYNTHETIC_TICKER,NSM,Market_Value,24.7
OG_SYNTHETIC_TICKER,UTX,Market_Value,83.74
OG_SYNTHETIC_TICKER,XOM,Market_Value,83.31
OG_SYNTHETIC_TICKER,NEM,Market_Value,57.32
OG_SYNTHETIC_TICKER,AMZN,Market_Value,222.518
OG_SYNTHETIC_TICKER,GS,Market_Value,134.72
OG_SYNTHETIC_TICKER,TER,Market_Value,13.76
OG_SYNTHETIC_TICKER,PPG,Market_Value,85.0
OG_SYNTHETIC_TICKER,BRK/B,Market_Value,74.69
OG_SYNTHETIC_TICKER,FSLR,Market_Value,116.6
OG_SYNTHETIC_TICKER,OMC,Market_Value,47.01
OG_SYNTHETIC_TICKER,PM,Market_Value,71.77
OG_SYNTHETIC_TICKER,TE,Market_Value,18.81
OG_SYNTHETIC_TICKER,EXPD,Market_Value,47.6
OG_SYNTHETIC_TICKER,SWY,Market_Value,20.33
OG_SYNTHETIC_TICKER,WLP,Market_Value,68.7
OG_SYNTHETIC_TICKER,MFE,Market_Value,47.95
OG_SYNTHETIC_TICKER,RRD,Market_Value,19.11
OG_SYNTHETIC_TICKER,MET,Market_Value,39.59
OG_SYNTHETIC_TICKER,NYT,Market_Value,8.66
OG_SYNTHETIC_TICKER,AMAT,Market_Value,12.64
OG_SYNTHETIC_TICKER,UNM,Market_Value,24.36
OG_SYNTHETIC_TICKER,SAI,Market_Value,16.23
OG_SYNTHETIC_TICKER,CBS,Market_Value,28.08
OG_SYNTHETIC_TICKER,POM,Market_Value,19.05
OG_SYNTHETIC_TICKER,SRCL,Market_Value,89.46
OG_SYNTHETIC_TICKER,GE,Market_Value,18.11
OG_SYNTHETIC_TICKER,EIX,Market_Value,38.85
OG_SYNTHETIC_TICKER,VFC,Market_Value,115.03
OG_SYNTHETIC_TICKER,FRX,Market_Value,37.37
OG_SYNTHETIC_TICKER,WEC,Market_Value,31.27
OG_SYNTHETIC_TICKER,TSN,Market_Value,17.61
OG_SYNTHETIC_TICKER,SLB,Market_Value,91.68
OG_SYNTHETIC_TICKER,JEC,Market_Value,39.84
OG_SYNTHETIC_TICKER,STJ,Market_Value,47.03
OG_SYNTHETIC_TICKER,VLO,Market_Value,25.44
OG_SYNTHETIC_TICKER,PCAR,Market_Value,43.85
OG_SYNTHETIC_TICKER,HOT,Market_Value,55.71
OG_SYNTHETIC_TICKER,MKC,Market_Value,49.04
OG_SYNTHETIC_TICKER,SEE,Market_Value,21.8
OG_SYNTHETIC_TICKER,PEP,Market_Value,63.86
OG_SYNTHETIC_TICKER,DVN,Market_Value,81.61
OG_SYNTHETIC_TICKER,RSH,Market_Value,14.46
OG_SYNTHETIC_TICKER,CERN,Market_Value,61.85
OG_SYNTHETIC_TICKER,PEG,Market_Value,33.24
OG_SYNTHETIC_TICKER,MA,Market_Value,303.09
OG_SYNTHETIC_TICKER,CEPH,Market_Value,80.16
OG_SYNTHETIC_TICKER,HAL,Market_Value,55.01
OG_SYNTHETIC_TICKER,NYX,Market_Value,34.24
OG_SYNTHETIC_TICKER,ADSK,Market_Value,34.9
OG_SYNTHETIC_TICKER,KFT,Market_Value,34.53
OG_SYNTHETIC_TICKER,HCP,Market_Value,36.61
OG_SYNTHETIC_TICKER,IGT,Market_Value,18.8
OG_SYNTHETIC_TICKER,UPS,Market_Value,70.21
OG_SYNTHETIC_TICKER,RHT,Market_Value,42.6
OG_SYNTHETIC_TICKER,SWK,Market_Value,65.28
OG_SYNTHETIC_TICKER,PWR,Market_Value,18.91
OG_SYNTHETIC_TICKER,MCHP,Market_Value,33.54
OG_SYNTHETIC_TICKER,LNC,Market_Value,26.49
OG_SYNTHETIC_TICKER,AVB,Market_Value,134.36
OG_SYNTHETIC_TICKER,CF,Market_Value,155.87
OG_SYNTHETIC_TICKER,HUM,Market_Value,74.77
OG_SYNTHETIC_TICKER,CMI,Market_Value,106.49
OG_SYNTHETIC_TICKER,ADP,Market_Value,52.38
OG_SYNTHETIC_TICKER,EMN,Market_Value,101.32
OG_SYNTHETIC_TICKER,FLR,Market_Value,64.39
OG_SYNTHETIC_TICKER,HOG,Market_Value,43.93
OG_SYNTHETIC_TICKER,MHP,Market_Value,43.07
OG_SYNTHETIC_TICKER,D,Market_Value,49.05
OG_SYNTHETIC_TICKER,LSI,Market_Value,6.44
OG_SYNTHETIC_TICKER,JNS,Market_Value,8.38
OG_SYNTHETIC_TICKER,HNZ,Market_Value,52.76
OG_SYNTHETIC_TICKER,HRL,Market_Value,29.3
OG_SYNTHETIC_TICKER,DISCA,Market_Value,39.92
OG_SYNTHETIC_TICKER,HST,Market_Value,16.15
OG_SYNTHETIC_TICKER,HCBK,Market_Value,8.2
OG_SYNTHETIC_TICKER,BLL,Market_Value,39.28
OG_SYNTHETIC_TICKER,JBL,Market_Value,18.95
OG_SYNTHETIC_TICKER,WDC,Market_Value,35.51
OG_SYNTHETIC_TICKER,TMK,Market_Value,40.19
OG_SYNTHETIC_TICKER,BIIB,Market_Value,101.81
OG_SYNTHETIC_TICKER,BK,Market_Value,25.1
OG_SYNTHETIC_TICKER,NWSA,Market_Value,16.0
OG_SYNTHETIC_TICKER,CSC,Market_Value,35.51
OG_SYNTHETIC_TICKER,DOW,Market_Value,34.99
OG_SYNTHETIC_TICKER,HSY,Market_Value,57.44
OG_SYNTHETIC_TICKER,MO,Market_Value,26.11
OG_SYNTHETIC_TICKER,PCG,Market_Value,42.12
OG_SYNTHETIC_TICKER,KSS,Market_Value,55.0
OG_SYNTHETIC_TICKER,BBBY,Market_Value,57.84
OG_SYNTHETIC_TICKER,SHW,Market_Value,77.64
OG_SYNTHETIC_TICKER,AEP,Market_Value,37.69
OG_SYNTHETIC_TICKER,RHI,Market_Value,27.17
OG_SYNTHETIC_TICKER,VTR,Market_Value,54.31
OG_SYNTHETIC_TICKER,PCP,Market_Value,156.05
OG_SYNTHETIC_TICKER,CNX,Market_Value,52.91
OG_SYNTHETIC_TICKER,NKE,Market_Value,88.72
OG_SYNTHETIC_TICKER,ICE,Market_Value,123.08
OG_SYNTHETIC_TICKER,PXD,Market_Value,94.86
OG_SYNTHETIC_TICKER,NOC,Market_Value,62.68
OG_SYNTHETIC_TICKER,V,Market_Value,87.75
OG_SYNTHETIC_TICKER,TAP,Market_Value,45.44
OG_SYNTHETIC_TICKER,XEL,Market_Value,24.49
OG_SYNTHETIC_TICKER,IRM,Market_Value,33.46
OG_SYNTHETIC_TICKER,PNW,Market_Value,43.24
OG_SYNTHETIC_TICKER,AMGN,Market_Value,53.8
OG_SYNTHETIC_TICKER,FE,Market_Value,45.13
OG_SYNTHETIC_TICKER,CTXS,Market_Value,70.94
OG_SYNTHETIC_TICKER,PPL,Market_Value,28.63
OG_SYNTHETIC_TICKER,Q,Market_Value,6.83
OG_SYNTHETIC_TICKER,AKAM,Market_Value,29.48
OG_SYNTHETIC_TICKER,EXPE,Market_Value,29.76
OG_SYNTHETIC_TICKER,AFL,Market_Value,44.15
OG_SYNTHETIC_TICKER,R,Market_Value,57.88
OG_SYNTHETIC_TICKER,WAT,Market_Value,86.65
OG_SYNTHETIC_TICKER,EBAY,Market_Value,33.36
OG_SYNTHETIC_TICKER,NOVL,Market_Value,6.099
OG_SYNTHETIC_TICKER,TEG,Market_Value,50.95
OG_SYNTHETIC_TICKER,SWN,Market_Value,47.48
OG_SYNTHETIC_TICKER,COP,Market_Value,73.13
OG_SYNTHETIC_TICKER,MAS,Market_Value,10.92
OG_SYNTHETIC_TICKER,AVY,Market_Value,31.65
OG_SYNTHETIC_TICKER,GNW,Market_Value,7.95
OG_SYNTHETIC_TICKER,WFC,Market_Value,28.58
OG_SYNTHETIC_TICKER,LOW,Market_Value,22.46
OG_SYNTHETIC_TICKER,NVLS,Market_Value,31.52
OG_SYNTHETIC_TICKER,WIN,Market_Value,12.39
OG_SYNTHETIC_TICKER,PRU,Market_Value,58.3
OG_SYNTHETIC_TICKER,AN,Market_Value,38.96
OG_SYNTHETIC_TICKER,DF,Market_Value,11.36
OG_SYNTHETIC_TICKER,TWC,Market_Value,77.1
OG_SYNTHETIC_TICKER,BTU,Market_Value,58.54
OG_SYNTHETIC_TICKER,CAT,Market_Value,101.34
OG_SYNTHETIC_TICKER,SYK,Market_Value,54.48
OG_SYNTHETIC_TICKER,BEN,Market_Value,126.93
OG_SYNTHETIC_TICKER,AKS,Market_Value,12.42
OG_SYNTHETIC_TICKER,AON,Market_Value,49.93
OG_SYNTHETIC_TICKER,GOOG,Market_Value,607.22
OG_SYNTHETIC_TICKER,VNO,Market_Value,93.84
OG_SYNTHETIC_TICKER,BXP,Market_Value,106.99
OG_SYNTHETIC_TICKER,HSP,Market_Value,52.4
OG_SYNTHETIC_TICKER,MS,Market_Value,22.54
OG_SYNTHETIC_TICKER,ERTS,Market_Value,22.97
OG_SYNTHETIC_TICKER,TXN,Market_Value,30.39
OG_SYNTHETIC_TICKER,GENZ,Market_Value,76.25
OG_SYNTHETIC_TICKER,CTAS,Market_Value,32.65
OG_SYNTHETIC_TICKER,CLF,Market_Value,93.59
OG_SYNTHETIC_TICKER,IP,Market_Value,29.87
OG_SYNTHETIC_TICKER,COL,Market_Value,55.04
OG_SYNTHETIC_TICKER,JPM,Market_Value,40.67
OG_SYNTHETIC_TICKER,MUR,Market_Value,66.92
OG_SYNTHETIC_TICKER,LIFE,Market_Value,48.41
OG_SYNTHETIC_TICKER,COST,Market_Value,78.39
OG_SYNTHETIC_TICKER,A,Market_Value,42.46
OG_SYNTHETIC_TICKER,CVH,Market_Value,34.35
OG_SYNTHETIC_TICKER,F,Market_Value,12.37
OG_SYNTHETIC_TICKER,AES,Market_Value,12.71
OG_SYNTHETIC_TICKER,ITT,Market_Value,54.94
OG_SYNTHETIC_TICKER,MI,Market_Value,7.9
OG_SYNTHETIC_TICKER,CVS,Market_Value,36.06
OG_SYNTHETIC_TICKER,CPWR,Market_Value,9.85
OG_SYNTHETIC_TICKER,LXK,Market_Value,33.73
OG_SYNTHETIC_TICKER,JWN,Market_Value,49.23
OG_SYNTHETIC_TICKER,TJX,Market_Value,54.85
OG_SYNTHETIC_TICKER,WHR,Market_Value,71.38
OG_SYNTHETIC_TICKER,SNA,Market_Value,57.39
OG_SYNTHETIC_TICKER,MWW,Market_Value,13.14
OG_SYNTHETIC_TICKER,CCE,Market_Value,29.33
OG_SYNTHETIC_TICKER,CTL,Market_Value,37.62
OG_SYNTHETIC_TICKER,NTRS,Market_Value,44.86
OG_SYNTHETIC_TICKER,CL,Market_Value,85.49
OG_SYNTHETIC_TICKER,MEE,Market_Value,65.14
OG_SYNTHETIC_TICKER,NSC,Market_Value,76.12
OG_SYNTHETIC_TICKER,GME,Market_Value,23.5
OG_SYNTHETIC_TICKER,DTE,Market_Value,50.71
OG_SYNTHETIC_TICKER,MWV,Market_Value,32.03
OG_SYNTHETIC_TICKER,ECL,Market_Value,50.15
OG_SYNTHETIC_TICKER,CVX,Market_Value,105.63
OG_SYNTHETIC_TICKER,THC,Market_Value,5.68
OG_SYNTHETIC_TICKER,CINF,Market_Value,27.74
OG_SYNTHETIC_TICKER,MDP,Market_Value,29.13
OG_SYNTHETIC_TICKER,SPLS,Market_Value,15.955
OG_SYNTHETIC_TICKER,ESRX,Market_Value,54.5
OG_SYNTHETIC_TICKER,MCD,Market_Value,87.09
OG_SYNTHETIC_TICKER,RL,Market_Value,133.03
OG_SYNTHETIC_TICKER,CME,Market_Value,278.51
OG_SYNTHETIC_TICKER,DRI,Market_Value,51.26
OG_SYNTHETIC_TICKER,ITW,Market_Value,50.72
OG_SYNTHETIC_TICKER,ALTR,Market_Value,40.33
OG_SYNTHETIC_TICKER,SCG,Market_Value,39.83
OG_SYNTHETIC_TICKER,DHR,Market_Value,49.23
OG_SYNTHETIC_TICKER,ETN,Market_Value,49.3
OG_SYNTHETIC_TICKER,NUE,Market_Value,39.0
OG_SYNTHETIC_TICKER,UNP,Market_Value,102.2
OG_SYNTHETIC_TICKER,PGN,Market_Value,47.26
OG_SYNTHETIC_TICKER,HRS,Market_Value,41.28
OG_SYNTHETIC_TICKER,MOLX,Market_Value,24.12
OG_SYNTHETIC_TICKER,PH,Market_Value,79.93
OG_SYNTHETIC_TICKER,SE,Market_Value,27.16
OG_SYNTHETIC_TICKER,HCN,Market_Value,52.91
OG_SYNTHETIC_TICKER,PFE,Market_Value,19.3
OG_SYNTHETIC_TICKER,WMB,Market_Value,32.1
OG_SYNTHETIC_TICKER,SJM,Market_Value,78.65
OG_SYNTHETIC_TICKER,AGN,Market_Value,80.91
OG_SYNTHETIC_TICKER,LO,Market_Value,104.78
OG_SYNTHETIC_TICKER,BCR,Market_Value,99.06
OG_SYNTHETIC_TICKER,COF,Market_Value,47.61
OG_SYNTHETIC_TICKER,NTAP,Market_Value,47.28
OG_SYNTHETIC_TICKER,XLNX,Market_Value,32.27
OG_SYNTHETIC_TICKER,PNC,Market_Value,54.5
OG_SYNTHETIC_TICKER,PTV,Market_Value,33.23
OG_SYNTHETIC_TICKER,MJN,Market_Value,67.48
OG_SYNTHETIC_TICKER,TSO,Market_Value,24.42
OG_SYNTHETIC_TICKER,CB,Market_Value,63.69
OG_SYNTHETIC_TICKER,KR,Market_Value,24.98
OG_SYNTHETIC_TICKER,JCP,Market_Value,30.93
OG_SYNTHETIC_TICKER,WYN,Market_Value,34.73
OG_SYNTHETIC_TICKER,CHK,Market_Value,33.4
OG_SYNTHETIC_TICKER,CMCSA,Market_Value,24.66
OG_SYNTHETIC_TICKER,GPS,Market_Value,18.96
OG_SYNTHETIC_TICKER,LLY,Market_Value,37.98
OG_SYNTHETIC_TICKER,NI,Market_Value,20.36
OG_SYNTHETIC_TICKER,QLGC,Market_Value,15.89
OG_SYNTHETIC_TICKER,UNH,Market_Value,49.89
OG_SYNTHETIC_TICKER,PFG,Market_Value,27.43
OG_SYNTHETIC_TICKER,EK,Market_Value,2.42
OG_SYNTHETIC_TICKER,NU,Market_Value,34.85
OG_SYNTHETIC_TICKER,SVU,Market_Value,8.74
OG_SYNTHETIC_TICKER,NOV,Market_Value,80.0
OG_SYNTHETIC_TICKER,CA,Market_Value,22.22
OG_SYNTHETIC_TICKER,PDCO,Market_Value,30.84
OG_SYNTHETIC_TICKER,FISV,Market_Value,61.45
OG_SYNTHETIC_TICKER,FLS,Market_Value,103.05
OG_SYNTHETIC_TICKER,KIM,Market_Value,19.25
OG_SYNTHETIC_TICKER,EP,Market_Value,20.92
OG_SYNTHETIC_TICKER,HIG,Market_Value,23.08
OG_SYNTHETIC_TICKER,APD,Market_Value,89.88
OG_SYNTHETIC_TICKER,DOV,Market_Value,61.65
OG_SYNTHETIC_TICKER,KMB,Market_Value,66.2
OG_SYNTHETIC_TICKER,SLE,Market_Value,19.42
OG_SYNTHETIC_TICKER,SUN,Market_Value,40.87
OG_SYNTHETIC_TICKER,ZION,Market_Value,22.16
OG_SYNTHETIC_TICKER,RAI,Market_Value,35.13
OG_SYNTHETIC_TICKER,EMC,Market_Value,26.6
OG_SYNTHETIC_TICKER,SCHW,Market_Value,14.92
OG_SYNTHETIC_TICKER,VRSN,Market_Value,32.71
OG_SYNTHETIC_TICKER,VAR,Market_Value,67.12
OG_SYNTHETIC_TICKER,WFMI,Market_Value,65.43
OG_SYNTHETIC_TICKER,DV,Market_Value,64.2
OG_SYNTHETIC_TICKER,ROP,Market_Value,83.23
OG_SYNTHETIC_TICKER,CHRW,Market_Value,73.88
OG_SYNTHETIC_TICKER,INTC,Market_Value,22.53
OG_SYNTHETIC_TICKER,EL,Market_Value,104.65
OG_SYNTHETIC_TICKER,HON,Market_Value,53.46
OG_SYNTHETIC_TICKER,GILD,Market_Value,42.97
OG_SYNTHETIC_TICKER,AYE,Market_Value,24.8696
OG_SYNTHETIC_TICKER,EMR,Market_Value,50.43
OG_SYNTHETIC_TICKER,HES,Market_Value,70.28
OG_SYNTHETIC_TICKER,ZMH,Market_Value,60.84
OG_SYNTHETIC_TICKER,WYNN,Market_Value,159.17
OG_SYNTHETIC_TICKER,PGR,Market_Value,19.84
OG_SYNTHETIC_TICKER,PCLN,Market_Value,517.21
OG_SYNTHETIC_TICKER,BRCM,Market_Value,37.04
OG_SYNTHETIC_TICKER,ROST,Market_Value,75.34
OG_SYNTHETIC_TICKER,AMP,Market_Value,51.57
OG_SYNTHETIC_TICKER,FHN,Market_Value,9.06
OG_SYNTHETIC_TICKER,WAG,Market_Value,38.96
OG_SYNTHETIC_TICKER,PG,Market_Value,62.2
OG_SYNTHETIC_TICKER,STZ,Market_Value,20.51
OG_SYNTHETIC_TICKER,URBN,Market_Value,32.16
OG_SYNTHETIC_TICKER,APOL,Market_Value,52.52
OG_SYNTHETIC_TICKER,QCOM,Market_Value,54.59
OG_SYNTHETIC_TICKER,BA,Market_Value,70.63
OG_SYNTHETIC_TICKER,JNPR,Market_Value,24.66
OG_SYNTHETIC_TICKER,CMS,Market_Value,19.61
OG_SYNTHETIC_TICKER,GT,Market_Value,17.17
OG_SYNTHETIC_TICKER,TIF,Market_Value,79.05
OG_SYNTHETIC_TICKER,AXP,Market_Value,50.48
OG_SYNTHETIC_TICKER,SO,Market_Value,40.2
OG_SYNTHETIC_TICKER,CAM,Market_Value,50.56
OG_SYNTHETIC_TICKER,PCL,Market_Value,38.5
OG_SYNTHETIC_TICKER,DVA,Market_Value,82.65
