Scheme,Identifier Value,Field,Value
OG_SYNTHETIC_TICKER,CPB,PX_LAST,33.24
OG_SYNTHETIC_TICKER,NBL,PX_LAST,95.33
OG_SYNTHETIC_TICKER,HAR,PX_LAST,42.9
OG_SYNTHETIC_TICKER,TXT,PX_LAST,23.49
OG_SYNTHETIC_TICKER,GWW,PX_LAST,148.76
OG_SYNTHETIC_TICKER,BF/B,PX_LAST,74.11
OG_SYNTHETIC_TICKER,BAX,PX_LAST,59.23
OG_SYNTHETIC_TICKER,OKE,PX_LAST,73.84
OG_SYNTHETIC_TICKER,PKI,PX_LAST,24.91
OG_SYNTHETIC_TICKER,SRE,PX_LAST,51.44
OG_SYNTHETIC_TICKER,ABC,PX_LAST,39.01
OG_SYNTHETIC_TICKER,WFR,PX_LAST,7.57
OG_SYNTHETIC_TICKER,RF,PX_LAST,6.13
OG_SYNTHETIC_TICKER,MAT,PX_LAST,26.72
OG_SYNTHETIC_TICKER,PBI,PX_LAST,21.78
OG_SYNTHETIC_TICKER,SYY,PX_LAST,30.81
OG_SYNTHETIC_TICKER,MHS,PX_LAST,63.12
OG_SYNTHETIC_TICKER,DO,PX_LAST,69.22
OG_SYNTHETIC_TICKER,IFF,PX_LAST,61.17
OG_SYNTHETIC_TICKER,RRC,PX_LAST,64.3
OG_SYNTHETIC_TICKER,FIS,PX_LAST,29.99
OG_SYNTHETIC_TICKER,MMM,PX_LAST,88.08
OG_SYNTHETIC_TICKER,APA,PX_LAST,124.52
OG_SYNTHETIC_TICKER,LH,PX_LAST,90.16
OG_SYNTHETIC_TICKER,NRG,PX_LAST,25.12
OG_SYNTHETIC_TICKER,CBG,PX_LAST,22.92
OG_SYNTHETIC_TICKER,DPS,PX_LAST,38.63
OG_SYNTHETIC_TICKER,WY,PX_LAST,20.1
OG_SYNTHETIC_TICKER,DD,PX_LAST,52.28
OG_SYNTHETIC_TICKER,ALL,PX_LAST,27.63
OG_SYNTHETIC_TICKER,NDAQ,PX_LAST,23.5
OG_SYNTHETIC_TICKER,MU,PX_LAST,7.43
OG_SYNTHETIC_TICKER,WM,PX_LAST,35.51
OG_SYNTHETIC_TICKER,AIV,PX_LAST,26.8
OG_SYNTHETIC_TICKER,BMS,PX_LAST,32.14
OG_SYNTHETIC_TICKER,PSA,PX_LAST,119.19
OG_SYNTHETIC_TICKER,MMC,PX_LAST,29.56
OG_SYNTHETIC_TICKER,OI,PX_LAST,25.86
OG_SYNTHETIC_TICKER,PLD,PX_LAST,34.25
OG_SYNTHETIC_TICKER,HRB,PX_LAST,15.03
OG_SYNTHETIC_TICKER,VZ,PX_LAST,36.21
OG_SYNTHETIC_TICKER,XRAY,PX_LAST,37.43
OG_SYNTHETIC_TICKER,RTN,PX_LAST,44.98
OG_SYNTHETIC_TICKER,CSX,PX_LAST,24.68
OG_SYNTHETIC_TICKER,XRX,PX_LAST,9.58
OG_SYNTHETIC_TICKER,JNJ,PX_LAST,65.23
OG_SYNTHETIC_TICKER,FTR,PX_LAST,7.51
OG_SYNTHETIC_TICKER,AIG,PX_LAST,29.1
OG_SYNTHETIC_TICKER,AEE,PX_LAST,29.77
OG_SYNTHETIC_TICKER,GR,PX_LAST,94.38
OG_SYNTHETIC_TICKER,TWX,PX_LAST,36.25
OG_SYNTHETIC_TICKER,CLX,PX_LAST,73.63
OG_SYNTHETIC_TICKER,FAST,PX_LAST,33.27
OG_SYNTHETIC_TICKER,APC,PX_LAST,82.39
OG_SYNTHETIC_TICKER,FMC,PX_LAST,88.63
OG_SYNTHETIC_TICKER,CFN,PX_LAST,26.69
OG_SYNTHETIC_TICKER,STT,PX_LAST,41.61
OG_SYNTHETIC_TICKER,CRM,PX_LAST,145.39
OG_SYNTHETIC_TICKER,ATI,PX_LAST,60.73
OG_SYNTHETIC_TICKER,PBCT,PX_LAST,13.01
OG_SYNTHETIC_TICKER,AZO,PX_LAST,289.15
OG_SYNTHETIC_TICKER,FTI,PX_LAST,44.61
OG_SYNTHETIC_TICKER,MTB,PX_LAST,87.14
OG_SYNTHETIC_TICKER,RDC,PX_LAST,38.69
OG_SYNTHETIC_TICKER,FII,PX_LAST,21.29
OG_SYNTHETIC_TICKER,EOG,PX_LAST,104.07
OG_SYNTHETIC_TICKER,KLAC,PX_LAST,41.77
OG_SYNTHETIC_TICKER,KG,PX_LAST,14.24
OG_SYNTHETIC_TICKER,LEN,PX_LAST,17.46
OG_SYNTHETIC_TICKER,GLW,PX_LAST,16.04
OG_SYNTHETIC_TICKER,SYMC,PX_LAST,18.415
OG_SYNTHETIC_TICKER,LLL,PX_LAST,79.12
OG_SYNTHETIC_TICKER,VIA/B,PX_LAST,49.29
OG_SYNTHETIC_TICKER,COG,PX_LAST,70.96
OG_SYNTHETIC_TICKER,STI,PX_LAST,24.65
OG_SYNTHETIC_TICKER,HAS,PX_LAST,39.89
OG_SYNTHETIC_TICKER,AVP,PX_LAST,27.74
OG_SYNTHETIC_TICKER,MDT,PX_LAST,35.88
OG_SYNTHETIC_TICKER,WPI,PX_LAST,68.41
OG_SYNTHETIC_TICKER,MYL,PX_LAST,22.9
OG_SYNTHETIC_TICKER,ADM,PX_LAST,31.01
OG_SYNTHETIC_TICKER,USB,PX_LAST,26.22
OG_SYNTHETIC_TICKER,FDO,PX_LAST,53.33
OG_SYNTHETIC_TICKER,GAS,PX_LAST,55.08
OG_SYNTHETIC_TICKER,CNP,PX_LAST,20.05
OG_SYNTHETIC_TICKER,PCS,PX_LAST,16.45
OG_SYNTHETIC_TICKER,JCI,PX_LAST,37.2
OG_SYNTHETIC_TICKER,ROK,PX_LAST,77.07
OG_SYNTHETIC_TICKER,CI,PX_LAST,50.01
OG_SYNTHETIC_TICKER,BHI,PX_LAST,78.12
OG_SYNTHETIC_TICKER,FITB,PX_LAST,12.7
OG_SYNTHETIC_TICKER,TRV,PX_LAST,56.27
OG_SYNTHETIC_TICKER,OXY,PX_LAST,101.4
OG_SYNTHETIC_TICKER,FLIR,PX_LAST,27.68
OG_SYNTHETIC_TICKER,CEG,PX_LAST,39.59
OG_SYNTHETIC_TICKER,LM,PX_LAST,30.54
OG_SYNTHETIC_TICKER,ADI,PX_LAST,34.85
OG_SYNTHETIC_TICKER,EQR,PX_LAST,62.49
OG_SYNTHETIC_TICKER,CAG,PX_LAST,25.78
OG_SYNTHETIC_TICKER,MCK,PX_LAST,80.55
OG_SYNTHETIC_TICKER,SPG,PX_LAST,119.21
OG_SYNTHETIC_TICKER,APH,PX_LAST,49.18
OG_SYNTHETIC_TICKER,CMA,PX_LAST,32.67
OG_SYNTHETIC_TICKER,SNDK,PX_LAST,42.0
OG_SYNTHETIC_TICKER,ISRG,PX_LAST,393.58
OG_SYNTHETIC_TICKER,DHI,PX_LAST,11.6
OG_SYNTHETIC_TICKER,WMT,PX_LAST,53.25
OG_SYNTHETIC_TICKER,WPO,PX_LAST,419.82
OG_SYNTHETIC_TICKER,ORLY,PX_LAST,61.45
OG_SYNTHETIC_TICKER,TDC,PX_LAST,55.01
OG_SYNTHETIC_TICKER,PX,PX_LAST,101.69
OG_SYNTHETIC_TICKER,BMY,PX_LAST,28.61
OG_SYNTHETIC_TICKER,DELL,PX_LAST,16.445
OG_SYNTHETIC_TICKER,FDX,PX_LAST,89.14
OG_SYNTHETIC_TICKER,LMT,PX_LAST,77.46
OG_SYNTHETIC_TICKER,AA,PX_LAST,14.93
OG_SYNTHETIC_TICKER,SLM,PX_LAST,15.57
OG_SYNTHETIC_TICKER,KMX,PX_LAST,32.68
OG_SYNTHETIC_TICKER,TSS,PX_LAST,19.13
OG_SYNTHETIC_TICKER,CAH,PX_LAST,43.69
OG_SYNTHETIC_TICKER,AMT,PX_LAST,51.22
OG_SYNTHETIC_TICKER,PHM,PX_LAST,7.0
OG_SYNTHETIC_TICKER,DTV,PX_LAST,51.44
OG_SYNTHETIC_TICKER,BBY,PX_LAST,28.78
OG_SYNTHETIC_TICKER,ABT,PX_LAST,51.83
OG_SYNTHETIC_TICKER,BSX,PX_LAST,6.71
OG_SYNTHETIC_TICKER,DGX,PX_LAST,54.42
OG_SYNTHETIC_TICKER,VMC,PX_LAST,34.45
OG_SYNTHETIC_TICKER,SBUX,PX_LAST,38.97
OG_SYNTHETIC_TICKER,WU,PX_LAST,19.56
OG_SYNTHETIC_TICKER,QEP,PX_LAST,43.0
OG_SYNTHETIC_TICKER,MON,PX_LAST,73.9
OG_SYNTHETIC_TICKER,NSM,PX_LAST,24.7
OG_SYNTHETIC_TICKER,UTX,PX_LAST,83.74
OG_SYNTHETIC_TICKER,XOM,PX_LAST,83.31
OG_SYNTHETIC_TICKER,NEM,PX_LAST,57.32
OG_SYNTHETIC_TICKER,AMZN,PX_LAST,222.518
OG_SYNTHETIC_TICKER,GS,PX_LAST,134.72
OG_SYNTHETIC_TICKER,TER,PX_LAST,13.76
OG_SYNTHETIC_TICKER,PPG,PX_LAST,85.0
OG_SYNTHETIC_TICKER,BRK/B,PX_LAST,74.69
OG_SYNTHETIC_TICKER,FSLR,PX_LAST,116.6
OG_SYNTHETIC_TICKER,OMC,PX_LAST,47.01
OG_SYNTHETIC_TICKER,PM,PX_LAST,71.77
OG_SYNTHETIC_TICKER,TE,PX_LAST,18.81
OG_SYNTHETIC_TICKER,EXPD,PX_LAST,47.6
OG_SYNTHETIC_TICKER,SWY,PX_LAST,20.33
OG_SYNTHETIC_TICKER,WLP,PX_LAST,68.7
OG_SYNTHETIC_TICKER,MFE,PX_LAST,47.95
OG_SYNTHETIC_TICKER,RRD,PX_LAST,19.11
OG_SYNTHETIC_TICKER,MET,PX_LAST,39.59
OG_SYNTHETIC_TICKER,NYT,PX_LAST,8.66
OG_SYNTHETIC_TICKER,AMAT,PX_LAST,12.64
OG_SYNTHETIC_TICKER,UNM,PX_LAST,24.36
OG_SYNTHETIC_TICKER,SAI,PX_LAST,16.23
OG_SYNTHETIC_TICKER,CBS,PX_LAST,28.08
OG_SYNTHETIC_TICKER,POM,PX_LAST,19.05
OG_SYNTHETIC_TICKER,SRCL,PX_LAST,89.46
OG_SYNTHETIC_TICKER,GE,PX_LAST,18.11
OG_SYNTHETIC_TICKER,EIX,PX_LAST,38.85
OG_SYNTHETIC_TICKER,VFC,PX_LAST,115.03
OG_SYNTHETIC_TICKER,FRX,PX_LAST,37.37
OG_SYNTHETIC_TICKER,WEC,PX_LAST,31.27
OG_SYNTHETIC_TICKER,TSN,PX_LAST,17.61
OG_SYNTHETIC_TICKER,SLB,PX_LAST,91.68
OG_SYNTHETIC_TICKER,JEC,PX_LAST,39.84
OG_SYNTHETIC_TICKER,STJ,PX_LAST,47.03
OG_SYNTHETIC_TICKER,VLO,PX_LAST,25.44
OG_SYNTHETIC_TICKER,PCAR,PX_LAST,43.85
OG_SYNTHETIC_TICKER,HOT,PX_LAST,55.71
OG_SYNTHETIC_TICKER,MKC,PX_LAST,49.04
OG_SYNTHETIC_TICKER,SEE,PX_LAST,21.8
OG_SYNTHETIC_TICKER,PEP,PX_LAST,63.86
OG_SYNTHETIC_TICKER,DVN,PX_LAST,81.61
OG_SYNTHETIC_TICKER,RSH,PX_LAST,14.46
OG_SYNTHETIC_TICKER,CERN,PX_LAST,61.85
OG_SYNTHETIC_TICKER,PEG,PX_LAST,33.24
OG_SYNTHETIC_TICKER,MA,PX_LAST,303.09
OG_SYNTHETIC_TICKER,CEPH,PX_LAST,80.16
OG_SYNTHETIC_TICKER,HAL,PX_LAST,55.01
OG_SYNTHETIC_TICKER,NYX,PX_LAST,34.24
OG_SYNTHETIC_TICKER,ADSK,PX_LAST,34.9
OG_SYNTHETIC_TICKER,KFT,PX_LAST,34.53
OG_SYNTHETIC_TICKER,HCP,PX_LAST,36.61
OG_SYNTHETIC_TICKER,IGT,PX_LAST,18.8
OG_SYNTHETIC_TICKER,UPS,PX_LAST,70.21
OG_SYNTHETIC_TICKER,RHT,PX_LAST,42.6
OG_SYNTHETIC_TICKER,SWK,PX_LAST,65.28
OG_SYNTHETIC_TICKER,PWR,PX_LAST,18.91
OG_SYNTHETIC_TICKER,MCHP,PX_LAST,33.54
OG_SYNTHETIC_TICKER,LNC,PX_LAST,26.49
OG_SYNTHETIC_TICKER,AVB,PX_LAST,134.36
OG_SYNTHETIC_TICKER,CF,PX_LAST,155.87
OG_SYNTHETIC_TICKER,HUM,PX_LAST,74.77
OG_SYNTHETIC_TICKER,CMI,PX_LAST,106.49
OG_SYNTHETIC_TICKER,ADP,PX_LAST,52.38
OG_SYNTHETIC_TICKER,EMN,PX_LAST,101.32
OG_SYNTHETIC_TICKER,FLR,PX_LAST,64.39
OG_SYNTHETIC_TICKER,HOG,PX_LAST,43.93
OG_SYNTHETIC_TICKER,MHP,PX_LAST,43.07
OG_SYNTHETIC_TICKER,D,PX_LAST,49.05
OG_SYNTHETIC_TICKER,LSI,PX_LAST,6.44
OG_SYNTHETIC_TICKER,JNS,PX_LAST,8.38
OG_SYNTHETIC_TICKER,HNZ,PX_LAST,52.76
OG_SYNTHETIC_TICKER,HRL,PX_LAST,29.3
OG_SYNTHETIC_TICKER,DISCA,PX_LAST,39.92
OG_SYNTHETIC_TICKER,HST,PX_LAST,16.15
OG_SYNTHETIC_TICKER,HCBK,PX_LAST,8.2
OG_SYNTHETIC_TICKER,BLL,PX_LAST,39.28
OG_SYNTHETIC_TICKER,JBL,PX_LAST,18.95
OG_SYNTHETIC_TICKER,WDC,PX_LAST,35.51
OG_SYNTHETIC_TICKER,TMK,PX_LAST,40.19
OG_SYNTHETIC_TICKER,BIIB,PX_LAST,101.81
OG_SYNTHETIC_TICKER,BK,PX_LAST,25.1
OG_SYNTHETIC_TICKER,NWSA,PX_LAST,16.0
OG_SYNTHETIC_TICKER,CSC,PX_LAST,35.51
OG_SYNTHETIC_TICKER,DOW,PX_LAST,34.99
OG_SYNTHETIC_TICKER,HSY,PX_LAST,57.44
OG_SYNTHETIC_TICKER,MO,PX_LAST,26.11
OG_SYNTHETIC_TICKER,PCG,PX_LAST,42.12
OG_SYNTHETIC_TICKER,KSS,PX_LAST,55.0
OG_SYNTHETIC_TICKER,BBBY,PX_LAST,57.84
OG_SYNTHETIC_TICKER,SHW,PX_LAST,77.64
OG_SYNTHETIC_TICKER,AEP,PX_LAST,37.69
OG_SYNTHETIC_TICKER,RHI,PX_LAST,27.17
OG_SYNTHETIC_TICKER,VTR,PX_LAST,54.31
OG_SYNTHETIC_TICKER,PCP,PX_LAST,156.05
OG_SYNTHETIC_TICKER,CNX,PX_LAST,52.91
OG_SYNTHETIC_TICKER,NKE,PX_LAST,88.72
OG_SYNTHETIC_TICKER,ICE,PX_LAST,123.08
OG_SYNTHETIC_TICKER,PXD,PX_LAST,94.86
OG_SYNTHETIC_TICKER,NOC,PX_LAST,62.68
OG_SYNTHETIC_TICKER,V,PX_LAST,87.75
OG_SYNTHETIC_TICKER,TAP,PX_LAST,45.44
OG_SYNTHETIC_TICKER,XEL,PX_LAST,24.49
OG_SYNTHETIC_TICKER,IRM,PX_LAST,33.46
OG_SYNTHETIC_TICKER,PNW,PX_LAST,43.24
OG_SYNTHETIC_TICKER,AMGN,PX_LAST,53.8
OG_SYNTHETIC_TICKER,FE,PX_LAST,45.13
OG_SYNTHETIC_TICKER,CTXS,PX_LAST,70.94
OG_SYNTHETIC_TICKER,PPL,PX_LAST,28.63
OG_SYNTHETIC_TICKER,Q,PX_LAST,6.83
OG_SYNTHETIC_TICKER,AKAM,PX_LAST,29.48
OG_SYNTHETIC_TICKER,EXPE,PX_LAST,29.76
OG_SYNTHETIC_TICKER,AFL,PX_LAST,44.15
OG_SYNTHETIC_TICKER,R,PX_LAST,57.88
OG_SYNTHETIC_TICKER,WAT,PX_LAST,86.65
OG_SYNTHETIC_TICKER,EBAY,PX_LAST,33.36
OG_SYNTHETIC_TICKER,NOVL,PX_LAST,6.099
OG_SYNTHETIC_TICKER,TEG,PX_LAST,50.95
OG_SYNTHETIC_TICKER,SWN,PX_LAST,47.48
OG_SYNTHETIC_TICKER,COP,PX_LAST,73.13
OG_SYNTHETIC_TICKER,MAS,PX_LAST,10.92
OG_SYNTHETIC_TICKER,AVY,PX_LAST,31.65
OG_SYNTHETIC_TICKER,GNW,PX_LAST,7.95
OG_SYNTHETIC_TICKER,WFC,PX_LAST,28.58
OG_SYNTHETIC_TICKER,LOW,PX_LAST,22.46
OG_SYNTHETIC_TICKER,NVLS,PX_LAST,31.52
OG_SYNTHETIC_TICKER,WIN,PX_LAST,12.39
OG_SYNTHETIC_TICKER,PRU,PX_LAST,58.3
OG_SYNTHETIC_TICKER,AN,PX_LAST,38.96
OG_SYNTHETIC_TICKER,DF,PX_LAST,11.36
OG_SYNTHETIC_TICKER,TWC,PX_LAST,77.1
OG_SYNTHETIC_TICKER,BTU,PX_LAST,58.54
OG_SYNTHETIC_TICKER,CAT,PX_LAST,101.34
OG_SYNTHETIC_TICKER,SYK,PX_LAST,54.48
OG_SYNTHETIC_TICKER,BEN,PX_LAST,126.93
OG_SYNTHETIC_TICKER,AKS,PX_LAST,12.42
OG_SYNTHETIC_TICKER,AON,PX_LAST,49.93
OG_SYNTHETIC_TICKER,GOOG,PX_LAST,607.22
OG_SYNTHETIC_TICKER,VNO,PX_LAST,93.84
OG_SYNTHETIC_TICKER,BXP,PX_LAST,106.99
OG_SYNTHETIC_TICKER,HSP,PX_LAST,52.4
OG_SYNTHETIC_TICKER,MS,PX_LAST,22.54
OG_SYNTHETIC_TICKER,ERTS,PX_LAST,22.97
OG_SYNTHETIC_TICKER,TXN,PX_LAST,30.39
OG_SYNTHETIC_TICKER,GENZ,PX_LAST,76.25
OG_SYNTHETIC_TICKER,CTAS,PX_LAST,32.65
OG_SYNTHETIC_TICKER,CLF,PX_LAST,93.59
OG_SYNTHETIC_TICKER,IP,PX_LAST,29.87
OG_SYNTHETIC_TICKER,COL,PX_LAST,55.04
OG_SYNTHETIC_TICKER,JPM,PX_LAST,40.67
OG_SYNTHETIC_TICKER,MUR,PX_LAST,66.92
OG_SYNTHETIC_TICKER,LIFE,PX_LAST,48.41
OG_SYNTHETIC_TICKER,COST,PX_LAST,78.39
OG_SYNTHETIC_TICKER,A,PX_LAST,42.46
OG_SYNTHETIC_TICKER,CVH,PX_LAST,34.35
OG_SYNTHETIC_TICKER,F,PX_LAST,12.37
OG_SYNTHETIC_TICKER,AES,PX_LAST,12.71
OG_SYNTHETIC_TICKER,ITT,PX_LAST,54.94
OG_SYNTHETIC_TICKER,MI,PX_LAST,7.9
OG_SYNTHETIC_TICKER,CVS,PX_LAST,36.06
OG_SYNTHETIC_TICKER,CPWR,PX_LAST,9.85
OG_SYNTHETIC_TICKER,LXK,PX_LAST,33.73
OG_SYNTHETIC_TICKER,JWN,PX_LAST,49.23
OG_SYNTHETIC_TICKER,TJX,PX_LAST,54.85
OG_SYNTHETIC_TICKER,WHR,PX_LAST,71.38
OG_SYNTHETIC_TICKER,SNA,PX_LAST,57.39
OG_SYNTHETIC_TICKER,MWW,PX_LAST,13.14
OG_SYNTHETIC_TICKER,CCE,PX_LAST,29.33
OG_SYNTHETIC_TICKER,CTL,PX_LAST,37.62
OG_SYNTHETIC_TICKER,NTRS,PX_LAST,44.86
OG_SYNTHETIC_TICKER,CL,PX_LAST,85.49
OG_SYNTHETIC_TICKER,MEE,PX_LAST,65.14
OG_SYNTHETIC_TICKER,NSC,PX_LAST,76.12
OG_SYNTHETIC_TICKER,GME,PX_LAST,23.5
OG_SYNTHETIC_TICKER,DTE,PX_LAST,50.71
OG_SYNTHETIC_TICKER,MWV,PX_LAST,32.03
OG_SYNTHETIC_TICKER,ECL,PX_LAST,50.15
OG_SYNTHETIC_TICKER,CVX,PX_LAST,105.63
OG_SYNTHETIC_TICKER,THC,PX_LAST,5.68
OG_SYNTHETIC_TICKER,CINF,PX_LAST,27.74
OG_SYNTHETIC_TICKER,MDP,PX_LAST,29.13
OG_SYNTHETIC_TICKER,SPLS,PX_LAST,15.955
OG_SYNTHETIC_TICKER,ESRX,PX_LAST,54.5
OG_SYNTHETIC_TICKER,MCD,PX_LAST,87.09
OG_SYNTHETIC_TICKER,RL,PX_LAST,133.03
OG_SYNTHETIC_TICKER,CME,PX_LAST,278.51
OG_SYNTHETIC_TICKER,DRI,PX_LAST,51.26
OG_SYNTHETIC_TICKER,ITW,PX_LAST,50.72
OG_SYNTHETIC_TICKER,ALTR,PX_LAST,40.33
OG_SYNTHETIC_TICKER,SCG,PX_LAST,39.83
OG_SYNTHETIC_TICKER,DHR,PX_LAST,49.23
OG_SYNTHETIC_TICKER,ETN,PX_LAST,49.3
OG_SYNTHETIC_TICKER,NUE,PX_LAST,39.0
OG_SYNTHETIC_TICKER,UNP,PX_LAST,102.2
OG_SYNTHETIC_TICKER,PGN,PX_LAST,47.26
OG_SYNTHETIC_TICKER,HRS,PX_LAST,41.28
OG_SYNTHETIC_TICKER,MOLX,PX_LAST,24.12
OG_SYNTHETIC_TICKER,PH,PX_LAST,79.93
OG_SYNTHETIC_TICKER,SE,PX_LAST,27.16
OG_SYNTHETIC_TICKER,HCN,PX_LAST,52.91
OG_SYNTHETIC_TICKER,PFE,PX_LAST,19.3
OG_SYNTHETIC_TICKER,WMB,PX_LAST,32.1
OG_SYNTHETIC_TICKER,SJM,PX_LAST,78.65
OG_SYNTHETIC_TICKER,AGN,PX_LAST,80.91
OG_SYNTHETIC_TICKER,LO,PX_LAST,104.78
OG_SYNTHETIC_TICKER,BCR,PX_LAST,99.06
OG_SYNTHETIC_TICKER,COF,PX_LAST,47.61
OG_SYNTHETIC_TICKER,NTAP,PX_LAST,47.28
OG_SYNTHETIC_TICKER,XLNX,PX_LAST,32.27
OG_SYNTHETIC_TICKER,PNC,PX_LAST,54.5
OG_SYNTHETIC_TICKER,PTV,PX_LAST,33.23
OG_SYNTHETIC_TICKER,MJN,PX_LAST,67.48
OG_SYNTHETIC_TICKER,TSO,PX_LAST,24.42
OG_SYNTHETIC_TICKER,CB,PX_LAST,63.69
OG_SYNTHETIC_TICKER,KR,PX_LAST,24.98
OG_SYNTHETIC_TICKER,JCP,PX_LAST,30.93
OG_SYNTHETIC_TICKER,WYN,PX_LAST,34.73
OG_SYNTHETIC_TICKER,CHK,PX_LAST,33.4
OG_SYNTHETIC_TICKER,CMCSA,PX_LAST,24.66
OG_SYNTHETIC_TICKER,GPS,PX_LAST,18.96
OG_SYNTHETIC_TICKER,LLY,PX_LAST,37.98
OG_SYNTHETIC_TICKER,NI,PX_LAST,20.36
OG_SYNTHETIC_TICKER,QLGC,PX_LAST,15.89
OG_SYNTHETIC_TICKER,UNH,PX_LAST,49.89
OG_SYNTHETIC_TICKER,PFG,PX_LAST,27.43
OG_SYNTHETIC_TICKER,EK,PX_LAST,2.42
OG_SYNTHETIC_TICKER,NU,PX_LAST,34.85
OG_SYNTHETIC_TICKER,SVU,PX_LAST,8.74
OG_SYNTHETIC_TICKER,NOV,PX_LAST,80.0
OG_SYNTHETIC_TICKER,CA,PX_LAST,22.22
OG_SYNTHETIC_TICKER,PDCO,PX_LAST,30.84
OG_SYNTHETIC_TICKER,FISV,PX_LAST,61.45
OG_SYNTHETIC_TICKER,FLS,PX_LAST,103.05
OG_SYNTHETIC_TICKER,KIM,PX_LAST,19.25
OG_SYNTHETIC_TICKER,EP,PX_LAST,20.92
OG_SYNTHETIC_TICKER,HIG,PX_LAST,23.08
OG_SYNTHETIC_TICKER,APD,PX_LAST,89.88
OG_SYNTHETIC_TICKER,DOV,PX_LAST,61.65
OG_SYNTHETIC_TICKER,KMB,PX_LAST,66.2
OG_SYNTHETIC_TICKER,SLE,PX_LAST,19.42
OG_SYNTHETIC_TICKER,SUN,PX_LAST,40.87
OG_SYNTHETIC_TICKER,ZION,PX_LAST,22.16
OG_SYNTHETIC_TICKER,RAI,PX_LAST,35.13
OG_SYNTHETIC_TICKER,EMC,PX_LAST,26.6
OG_SYNTHETIC_TICKER,SCHW,PX_LAST,14.92
OG_SYNTHETIC_TICKER,VRSN,PX_LAST,32.71
OG_SYNTHETIC_TICKER,VAR,PX_LAST,67.12
OG_SYNTHETIC_TICKER,WFMI,PX_LAST,65.43
OG_SYNTHETIC_TICKER,DV,PX_LAST,64.2
OG_SYNTHETIC_TICKER,ROP,PX_LAST,83.23
OG_SYNTHETIC_TICKER,CHRW,PX_LAST,73.88
OG_SYNTHETIC_TICKER,INTC,PX_LAST,22.53
OG_SYNTHETIC_TICKER,EL,PX_LAST,104.65
OG_SYNTHETIC_TICKER,HON,PX_LAST,53.46
OG_SYNTHETIC_TICKER,GILD,PX_LAST,42.97
OG_SYNTHETIC_TICKER,AYE,PX_LAST,24.8696
OG_SYNTHETIC_TICKER,EMR,PX_LAST,50.43
OG_SYNTHETIC_TICKER,HES,PX_LAST,70.28
OG_SYNTHETIC_TICKER,ZMH,PX_LAST,60.84
OG_SYNTHETIC_TICKER,WYNN,PX_LAST,159.17
OG_SYNTHETIC_TICKER,PGR,PX_LAST,19.84
OG_SYNTHETIC_TICKER,PCLN,PX_LAST,517.21
OG_SYNTHETIC_TICKER,BRCM,PX_LAST,37.04
OG_SYNTHETIC_TICKER,ROST,PX_LAST,75.34
OG_SYNTHETIC_TICKER,AMP,PX_LAST,51.57
OG_SYNTHETIC_TICKER,FHN,PX_LAST,9.06
